ip.dst,ip.src,tcp.dstport,tcp.srcport,tcp.window_size_value,tcp.flags
20.189.173.13,192.168.4.133,443,48440,501,0x0018
192.168.4.133,20.189.173.13,48440,443,16386,0x0010
192.168.4.1,192.168.4.133,110,56668,1024,0x0002
192.168.4.133,192.168.4.1,56668,110,0,0x0014
192.168.4.113,192.168.4.133,110,56668,1024,0x0002
192.168.4.21,192.168.4.133,110,56668,1024,0x0002
192.168.4.133,192.168.4.113,56668,110,0,0x0014
192.168.4.20,192.168.4.133,110,56668,1024,0x0002
192.168.4.20,192.168.4.133,5900,56668,1024,0x0002
192.168.4.133,192.168.4.21,56668,110,0,0x0014
192.168.4.29,192.168.4.133,110,56668,1024,0x0002
192.168.4.113,192.168.4.133,5900,56668,1024,0x0002
192.168.4.1,192.168.4.133,5900,56668,1024,0x0002
192.168.4.20,192.168.4.133,8080,56668,1024,0x0002
192.168.4.21,192.168.4.133,5900,56668,1024,0x0002
192.168.4.111,192.168.4.133,110,56668,1024,0x0002
192.168.4.133,192.168.4.20,56668,5900,0,0x0014
192.168.4.133,192.168.4.20,56668,110,0,0x0014
192.168.4.133,192.168.4.1,56668,5900,0,0x0014
192.168.4.111,192.168.4.133,5900,56668,1024,0x0002
192.168.4.133,192.168.4.113,56668,5900,0,0x0014
192.168.4.113,192.168.4.133,8080,56668,1024,0x0002
192.168.4.1,192.168.4.133,8080,56668,1024,0x0002
192.168.4.20,192.168.4.133,25,56668,1024,0x0002
192.168.4.133,192.168.4.1,56668,8080,0,0x0014
192.168.4.133,192.168.4.29,56668,110,0,0x0014
192.168.4.133,192.168.4.21,56668,5900,0,0x0014
192.168.4.133,192.168.4.113,56668,8080,0,0x0014
192.168.4.133,192.168.4.20,56668,8080,0,0x0014
192.168.4.133,192.168.4.20,56668,25,0,0x0014
192.168.4.113,192.168.4.133,25,56668,1024,0x0002
192.168.4.1,192.168.4.133,25,56668,1024,0x0002
192.168.4.20,192.168.4.133,111,56668,1024,0x0002
192.168.4.21,192.168.4.133,8080,56668,1024,0x0002
192.168.4.29,192.168.4.133,5900,56668,1024,0x0002
192.168.4.111,192.168.4.133,8080,56668,1024,0x0002
192.168.4.113,192.168.4.133,111,56668,1024,0x0002
192.168.4.1,192.168.4.133,111,56668,1024,0x0002
192.168.4.20,192.168.4.133,995,56668,1024,0x0002
192.168.4.133,192.168.4.111,56668,110,14000,0x0014
192.168.4.133,192.168.4.1,56668,25,0,0x0014
192.168.4.133,192.168.4.1,56668,111,0,0x0014
192.168.4.133,192.168.4.111,56668,5900,14000,0x0014
192.168.4.133,192.168.4.113,56668,25,0,0x0014
192.168.4.133,192.168.4.113,56668,111,0,0x0014
192.168.4.133,192.168.4.20,56668,995,0,0x0014
192.168.4.133,192.168.4.20,56668,111,0,0x0014
192.168.4.113,192.168.4.133,995,56668,1024,0x0002
192.168.4.1,192.168.4.133,995,56668,1024,0x0002
192.168.4.20,192.168.4.133,445,56668,1024,0x0002
192.168.4.21,192.168.4.133,25,56668,1024,0x0002
192.168.4.29,192.168.4.133,8080,56668,1024,0x0002
192.168.4.111,192.168.4.133,25,56668,1024,0x0002
192.168.4.113,192.168.4.133,445,56668,1024,0x0002
192.168.4.1,192.168.4.133,445,56668,1024,0x0002
192.168.4.20,192.168.4.133,1025,56668,1024,0x0002
192.168.4.21,192.168.4.133,111,56668,1024,0x0002
192.168.4.29,192.168.4.133,25,56668,1024,0x0002
192.168.4.133,192.168.4.21,56668,8080,0,0x0014
192.168.4.133,192.168.4.1,56668,995,0,0x0014
192.168.4.133,192.168.4.1,56668,445,0,0x0014
192.168.4.133,192.168.4.113,56668,995,0,0x0014
192.168.4.133,192.168.4.111,56668,8080,14000,0x0014
192.168.4.133,192.168.4.113,56668,445,0,0x0014
192.168.4.111,192.168.4.133,111,56668,1024,0x0002
192.168.4.113,192.168.4.133,1025,56668,1024,0x0002
192.168.4.1,192.168.4.133,1025,56668,1024,0x0002
192.168.4.20,192.168.4.133,21,56668,1024,0x0002
192.168.4.21,192.168.4.133,995,56668,1024,0x0002
192.168.4.29,192.168.4.133,111,56668,1024,0x0002
192.168.4.111,192.168.4.133,995,56668,1024,0x0002
192.168.4.113,192.168.4.133,21,56668,1024,0x0002
192.168.4.133,192.168.4.21,56668,25,0,0x0014
192.168.4.133,192.168.4.29,56668,5900,0,0x0014
192.168.4.133,192.168.4.20,56668,445,0,0x0014
192.168.4.133,192.168.4.20,56668,1025,0,0x0014
192.168.4.21,192.168.4.133,445,56668,1024,0x0002
192.168.4.29,192.168.4.133,995,56668,1024,0x0002
192.168.4.111,192.168.4.133,445,56668,1024,0x0002
192.168.4.113,192.168.4.133,139,56668,1024,0x0002
192.168.4.1,192.168.4.133,21,56668,1024,0x0002
192.168.4.133,192.168.4.1,56668,1025,0,0x0014
192.168.4.133,192.168.4.111,56668,25,14000,0x0014
192.168.4.133,192.168.4.29,56668,25,0,0x0014
192.168.4.133,192.168.4.29,56668,8080,0,0x0014
192.168.4.133,192.168.4.113,56668,21,0,0x0014
192.168.4.133,192.168.4.113,56668,1025,0,0x0014
192.168.4.133,192.168.4.21,56668,995,0,0x0014
192.168.4.133,192.168.4.21,56668,111,0,0x0014
192.168.4.133,192.168.4.20,56668,21,0,0x0014
192.168.4.133,192.168.4.1,56668,21,0,0x0014
192.168.4.133,192.168.4.29,56668,111,0,0x0014
192.168.4.29,192.168.4.133,445,56668,1024,0x0002
192.168.4.111,192.168.4.133,1025,56668,1024,0x0002
192.168.4.113,192.168.4.133,8888,56668,1024,0x0002
192.168.4.1,192.168.4.133,139,56668,1024,0x0002
192.168.4.20,192.168.4.133,139,56668,1024,0x0002
192.168.4.21,192.168.4.133,1025,56668,1024,0x0002
192.168.4.29,192.168.4.133,1025,56668,1024,0x0002
192.168.4.111,192.168.4.133,21,56668,1024,0x0002
192.168.4.113,192.168.4.133,443,56668,1024,0x0002
192.168.4.1,192.168.4.133,8888,56668,1024,0x0002
192.168.4.20,192.168.4.133,8888,56668,1024,0x0002
192.168.4.21,192.168.4.133,21,56668,1024,0x0002
192.168.4.29,192.168.4.133,21,56668,1024,0x0002
192.168.4.111,192.168.4.133,139,56668,1024,0x0002
192.168.4.113,192.168.4.133,135,56668,1024,0x0002
192.168.4.1,192.168.4.133,443,56668,1024,0x0002
192.168.4.133,192.168.4.113,56668,139,0,0x0014
192.168.4.133,192.168.4.111,56668,111,14000,0x0014
192.168.4.133,192.168.4.21,56668,445,0,0x0014
192.168.4.133,192.168.4.1,56668,139,0,0x0014
192.168.4.133,192.168.4.1,56668,443,0,0x0014
192.168.4.133,192.168.4.111,56668,995,14000,0x0014
192.168.4.133,192.168.4.1,56668,8888,0,0x0014
192.168.4.29,192.168.4.133,139,56668,1024,0x0002
192.168.4.111,192.168.4.133,8888,56668,1024,0x0002
192.168.4.113,192.168.4.133,143,56668,1024,0x0002
192.168.4.1,192.168.4.133,135,56668,1024,0x0002
192.168.4.20,192.168.4.133,443,56668,1024,0x0002
192.168.4.21,192.168.4.133,139,56668,1024,0x0002
192.168.4.29,192.168.4.133,8888,56668,1024,0x0002
192.168.4.111,192.168.4.133,443,56668,1024,0x0002
192.168.4.113,192.168.4.133,199,56668,1024,0x0002
192.168.4.1,192.168.4.133,143,56668,1024,0x0002
192.168.4.20,192.168.4.133,135,56668,1024,0x0002
192.168.4.21,192.168.4.133,8888,56668,1024,0x0002
192.168.4.29,192.168.4.133,443,56668,1024,0x0002
192.168.4.111,192.168.4.133,135,56668,1024,0x0002
192.168.4.133,192.168.4.113,56668,135,0,0x0014
192.168.4.133,192.168.4.113,56668,443,0,0x0014
192.168.4.133,192.168.4.113,56668,8888,0,0x0014
192.168.4.20,192.168.4.133,143,56668,1024,0x0002
192.168.4.21,192.168.4.133,443,56668,1024,0x0002
192.168.4.29,192.168.4.133,135,56668,1024,0x0002
192.168.4.133,192.168.4.111,56668,445,14000,0x0014
192.168.4.133,192.168.4.29,56668,995,0,0x0014
192.168.4.133,192.168.4.21,56668,21,0,0x0014
192.168.4.133,192.168.4.21,56668,1025,0,0x0014
192.168.4.111,192.168.4.133,143,56668,1024,0x0002
192.168.4.113,192.168.4.133,1723,56668,1024,0x0002
192.168.4.1,192.168.4.133,199,56668,1024,0x0002
192.168.4.29,192.168.4.133,143,56668,1024,0x0002
192.168.4.111,192.168.4.133,199,56668,1024,0x0002
192.168.4.113,192.168.4.133,1720,56668,1024,0x0002
192.168.4.1,192.168.4.133,1723,56668,1024,0x0002
192.168.4.20,192.168.4.133,199,56668,1024,0x0002
192.168.4.21,192.168.4.133,135,56668,1024,0x0002
192.168.4.29,192.168.4.133,199,56668,1024,0x0002
192.168.4.111,192.168.4.133,1723,56668,1024,0x0002
192.168.4.133,192.168.4.1,56668,143,0,0x0014
192.168.4.133,192.168.4.1,56668,135,0,0x0014
192.168.4.133,192.168.4.113,56668,199,0,0x0014
192.168.4.133,192.168.4.113,56668,143,0,0x0014
192.168.4.133,192.168.4.1,56668,199,0,0x0014
192.168.4.20,192.168.4.133,1723,56668,1024,0x0002
192.168.4.21,192.168.4.133,143,56668,1024,0x0002
192.168.4.29,192.168.4.133,1723,56668,1024,0x0002
192.168.4.133,192.168.4.113,56668,1723,0,0x0014
192.168.4.111,192.168.4.133,1720,56668,1024,0x0002
192.168.4.133,192.168.4.20,56668,139,0,0x0014
192.168.4.133,192.168.4.20,56668,8888,0,0x0014
192.168.4.133,192.168.4.20,56668,443,0,0x0014
192.168.4.113,192.168.4.133,53,56668,1024,0x0002
192.168.4.1,192.168.4.133,1720,56668,1024,0x0002
192.168.4.20,192.168.4.133,1720,56668,1024,0x0002
192.168.4.21,192.168.4.133,199,56668,1024,0x0002
192.168.4.29,192.168.4.133,1720,56668,1024,0x0002
192.168.4.111,192.168.4.133,53,56668,1024,0x0002
192.168.4.133,192.168.4.1,56668,1723,0,0x0014
192.168.4.133,192.168.4.20,56668,135,0,0x0014
192.168.4.133,192.168.4.113,56668,1720,0,0x0014
192.168.4.133,192.168.4.111,56668,1025,14000,0x0014
192.168.4.133,192.168.4.21,56668,443,0,0x0014
192.168.4.133,192.168.4.21,56668,8888,0,0x0014
192.168.4.133,192.168.4.20,56668,199,0,0x0014
192.168.4.133,192.168.4.20,56668,143,0,0x0014
192.168.4.133,192.168.4.21,56668,139,0,0x0014
192.168.4.133,192.168.4.21,56668,135,0,0x0014
192.168.4.133,192.168.4.29,56668,1025,0,0x0014
192.168.4.133,192.168.4.29,56668,443,0,0x0014
192.168.4.133,192.168.4.29,56668,139,0,0x0014
192.168.4.133,192.168.4.29,56668,21,0,0x0014
192.168.4.133,192.168.4.111,56668,443,14000,0x0012
192.168.4.133,192.168.4.29,56668,445,0,0x0014
192.168.4.111,192.168.4.133,443,56668,0,0x0004
192.168.4.133,192.168.4.29,56668,135,0,0x0014
192.168.4.133,192.168.4.111,56668,135,14000,0x0014
192.168.4.133,192.168.4.1,56668,1720,0,0x0014
192.168.4.133,192.168.4.113,56668,53,0,0x0014
192.168.4.133,192.168.4.111,56668,139,14000,0x0014
192.168.4.133,192.168.4.29,56668,8888,0,0x0014
192.168.4.133,192.168.4.29,56668,199,0,0x0014
192.168.4.20,192.168.4.133,53,56668,1024,0x0002
192.168.4.21,192.168.4.133,1723,56668,1024,0x0002
192.168.4.29,192.168.4.133,53,56668,1024,0x0002
192.168.4.111,192.168.4.133,3306,56668,1024,0x0002
192.168.4.113,192.168.4.133,3306,56668,1024,0x0002
192.168.4.1,192.168.4.133,53,56668,1024,0x0002
192.168.4.20,192.168.4.133,3306,56668,1024,0x0002
192.168.4.21,192.168.4.133,1720,56668,1024,0x0002
192.168.4.29,192.168.4.133,3306,56668,1024,0x0002
192.168.4.111,192.168.4.133,554,56668,1024,0x0002
192.168.4.113,192.168.4.133,554,56668,1024,0x0002
192.168.4.1,192.168.4.133,3306,56668,1024,0x0002
192.168.4.20,192.168.4.133,554,56668,1024,0x0002
192.168.4.21,192.168.4.133,53,56668,1024,0x0002
192.168.4.29,192.168.4.133,554,56668,1024,0x0002
192.168.4.111,192.168.4.133,22,56668,1024,0x0002
192.168.4.113,192.168.4.133,22,56668,1024,0x0002
192.168.4.1,192.168.4.133,554,56668,1024,0x0002
192.168.4.20,192.168.4.133,22,56668,1024,0x0002
192.168.4.21,192.168.4.133,3306,56668,1024,0x0002
192.168.4.29,192.168.4.133,22,56668,1024,0x0002
192.168.4.111,192.168.4.133,113,56668,1024,0x0002
192.168.4.113,192.168.4.133,113,56668,1024,0x0002
192.168.4.1,192.168.4.133,22,56668,1024,0x0002
192.168.4.20,192.168.4.133,113,56668,1024,0x0002
192.168.4.21,192.168.4.133,554,56668,1024,0x0002
192.168.4.133,192.168.4.20,56668,1720,0,0x0014
192.168.4.133,192.168.4.20,56668,1723,0,0x0014
192.168.4.133,192.168.4.111,56668,21,14000,0x0014
192.168.4.133,192.168.4.29,56668,143,0,0x0014
192.168.4.133,192.168.4.21,56668,143,0,0x0014
192.168.4.133,192.168.4.21,56668,199,0,0x0014
192.168.4.111,192.168.4.133,587,56668,1024,0x0002
192.168.4.113,192.168.4.133,587,56668,1024,0x0002
192.168.4.1,192.168.4.133,113,56668,1024,0x0002
192.168.4.20,192.168.4.133,587,56668,1024,0x0002
192.168.4.21,192.168.4.133,22,56668,1024,0x0002
192.168.4.111,192.168.4.133,80,56668,1024,0x0002
192.168.4.113,192.168.4.133,80,56668,1024,0x0002
192.168.4.1,192.168.4.133,587,56668,1024,0x0002
192.168.4.20,192.168.4.133,80,56668,1024,0x0002
192.168.4.21,192.168.4.133,113,56668,1024,0x0002
192.168.4.29,192.168.4.133,113,56668,1024,0x0002
192.168.4.133,192.168.4.1,56668,22,0,0x0014
192.168.4.133,192.168.4.1,56668,53,29200,0x0012
192.168.4.133,192.168.4.29,56668,1720,0,0x0014
192.168.4.133,192.168.4.1,56668,554,0,0x0014
192.168.4.133,192.168.4.1,56668,3306,0,0x0014
192.168.4.133,192.168.4.1,56668,113,0,0x0014
192.168.4.133,192.168.4.29,56668,1723,0,0x0014
192.168.4.133,192.168.4.111,56668,8888,14000,0x0014
192.168.4.1,192.168.4.133,53,56668,0,0x0004
192.168.4.133,192.168.4.113,56668,22,0,0x0014
192.168.4.133,192.168.4.113,56668,113,0,0x0014
192.168.4.133,192.168.4.111,56668,143,14000,0x0014
192.168.4.133,192.168.4.113,56668,3306,0,0x0014
192.168.4.133,192.168.4.20,56668,22,0,0x0014
192.168.4.133,192.168.4.20,56668,113,0,0x0014
192.168.4.133,192.168.4.113,56668,554,0,0x0014
192.168.4.133,192.168.4.1,56668,587,0,0x0014
192.168.4.133,192.168.4.113,56668,587,0,0x0014
192.168.4.133,192.168.4.113,56668,80,0,0x0014
192.168.4.111,192.168.4.133,3389,56668,1024,0x0002
192.168.4.113,192.168.4.133,3389,56668,1024,0x0002
192.168.4.1,192.168.4.133,80,56668,1024,0x0002
192.168.4.20,192.168.4.133,3389,56668,1024,0x0002
192.168.4.21,192.168.4.133,587,56668,1024,0x0002
192.168.4.29,192.168.4.133,587,56668,1024,0x0002
192.168.4.111,192.168.4.133,256,56668,1024,0x0002
192.168.4.113,192.168.4.133,256,56668,1024,0x0002
192.168.4.1,192.168.4.133,3389,56668,1024,0x0002
192.168.4.20,192.168.4.133,256,56668,1024,0x0002
192.168.4.21,192.168.4.133,80,56668,1024,0x0002
192.168.4.29,192.168.4.133,80,56668,1024,0x0002
192.168.4.111,192.168.4.133,23,56668,1024,0x0002
192.168.4.113,192.168.4.133,23,56668,1024,0x0002
192.168.4.1,192.168.4.133,256,56668,1024,0x0002
192.168.4.20,192.168.4.133,23,56668,1024,0x0002
192.168.4.21,192.168.4.133,3389,56668,1024,0x0002
192.168.4.29,192.168.4.133,3389,56668,1024,0x0002
192.168.4.111,192.168.4.133,993,56668,1024,0x0002
192.168.4.133,192.168.4.111,56668,1723,14000,0x0014
192.168.4.133,192.168.4.20,56668,3306,0,0x0014
192.168.4.133,192.168.4.20,56668,554,0,0x0014
192.168.4.133,192.168.4.20,56668,53,24400,0x0012
192.168.4.133,192.168.4.111,56668,199,14000,0x0014
192.168.4.133,192.168.4.29,56668,22,0,0x0014
192.168.4.133,192.168.4.29,56668,53,0,0x0014
192.168.4.133,192.168.4.29,56668,554,0,0x0014
192.168.4.20,192.168.4.133,53,56668,0,0x0004
192.168.4.133,192.168.4.29,56668,3306,0,0x0014
192.168.4.133,192.168.4.21,56668,1723,0,0x0014
192.168.4.133,192.168.4.21,56668,3306,0,0x0014
192.168.4.133,192.168.4.21,56668,1720,0,0x0014
192.168.4.133,192.168.4.21,56668,554,0,0x0014
192.168.4.133,192.168.4.21,56668,53,24400,0x0012
192.168.4.133,192.168.4.21,56668,22,0,0x0014
192.168.4.21,192.168.4.133,53,56668,0,0x0004
192.168.4.133,192.168.4.1,56668,256,0,0x0014
192.168.4.133,192.168.4.1,56668,80,29200,0x0012
192.168.4.133,192.168.4.1,56668,3389,0,0x0014
192.168.4.133,192.168.4.113,56668,23,0,0x0014
192.168.4.133,192.168.4.21,56668,113,0,0x0014
192.168.4.1,192.168.4.133,80,56668,0,0x0004
192.168.4.133,192.168.4.113,56668,256,0,0x0014
192.168.4.20,192.168.4.133,993,56668,1024,0x0002
192.168.4.21,192.168.4.133,256,56668,1024,0x0002
192.168.4.29,192.168.4.133,256,56668,1024,0x0002
192.168.4.111,192.168.4.133,2525,56668,1024,0x0002
192.168.4.113,192.168.4.133,993,56668,1024,0x0002
192.168.4.1,192.168.4.133,23,56668,1024,0x0002
192.168.4.20,192.168.4.133,2525,56668,1024,0x0002
192.168.4.21,192.168.4.133,23,56668,1024,0x0002
192.168.4.29,192.168.4.133,23,56668,1024,0x0002
192.168.4.111,192.168.4.133,5566,56668,1024,0x0002
192.168.4.113,192.168.4.133,2525,56668,1024,0x0002
192.168.4.1,192.168.4.133,993,56668,1024,0x0002
192.168.4.20,192.168.4.133,5566,56668,1024,0x0002
192.168.4.21,192.168.4.133,993,56668,1024,0x0002
192.168.4.29,192.168.4.133,993,56668,1024,0x0002
192.168.4.111,192.168.4.133,1138,56668,1024,0x0002
192.168.4.113,192.168.4.133,5566,56668,1024,0x0002
192.168.4.1,192.168.4.133,2525,56668,1024,0x0002
192.168.4.20,192.168.4.133,1138,56668,1024,0x0002
192.168.4.21,192.168.4.133,2525,56668,1024,0x0002
192.168.4.29,192.168.4.133,2525,56668,1024,0x0002
192.168.4.133,192.168.4.113,56668,3389,0,0x0014
192.168.4.133,192.168.4.111,56668,53,14000,0x0014
192.168.4.133,192.168.4.111,56668,1720,14000,0x0014
192.168.4.111,192.168.4.133,5989,56668,1024,0x0002
192.168.4.113,192.168.4.133,1138,56668,1024,0x0002
192.168.4.1,192.168.4.133,5566,56668,1024,0x0002
192.168.4.133,192.168.4.111,56668,3306,14000,0x0014
192.168.4.133,192.168.4.1,56668,993,0,0x0014
192.168.4.133,192.168.4.1,56668,2525,0,0x0014
192.168.4.133,192.168.4.111,56668,22,14000,0x0014
192.168.4.133,192.168.4.1,56668,23,0,0x0014
192.168.4.133,192.168.4.113,56668,993,0,0x0014
192.168.4.133,192.168.4.21,56668,80,0,0x0014
192.168.4.133,192.168.4.21,56668,587,0,0x0014
192.168.4.133,192.168.4.113,56668,5566,0,0x0014
192.168.4.133,192.168.4.21,56668,3389,0,0x0014
192.168.4.133,192.168.4.20,56668,3389,0,0x0014
192.168.4.133,192.168.4.113,56668,2525,0,0x0014
192.168.4.133,192.168.4.111,56668,113,14000,0x0014
192.168.4.133,192.168.4.20,56668,80,0,0x0014
192.168.4.133,192.168.4.1,56668,5566,0,0x0014
192.168.4.133,192.168.4.20,56668,256,0,0x0014
192.168.4.133,192.168.4.20,56668,587,0,0x0014
192.168.4.133,192.168.4.20,56668,23,0,0x0014
192.168.4.133,192.168.4.113,56668,1138,0,0x0014
192.168.4.29,192.168.4.133,5566,56668,1024,0x0002
192.168.4.111,192.168.4.133,8181,56668,1024,0x0002
192.168.4.113,192.168.4.133,5989,56668,1024,0x0002
192.168.4.1,192.168.4.133,1138,56668,1024,0x0002
192.168.4.20,192.168.4.133,5989,56668,1024,0x0002
192.168.4.21,192.168.4.133,5566,56668,1024,0x0002
192.168.4.29,192.168.4.133,1138,56668,1024,0x0002
192.168.4.111,192.168.4.133,1092,56668,1024,0x0002
192.168.4.113,192.168.4.133,8181,56668,1024,0x0002
192.168.4.1,192.168.4.133,5989,56668,1024,0x0002
192.168.4.20,192.168.4.133,8181,56668,1024,0x0002
192.168.4.21,192.168.4.133,1138,56668,1024,0x0002
192.168.4.29,192.168.4.133,5989,56668,1024,0x0002
192.168.4.111,192.168.4.133,648,56668,1024,0x0002
192.168.4.113,192.168.4.133,1092,56668,1024,0x0002
192.168.4.1,192.168.4.133,8181,56668,1024,0x0002
192.168.4.20,192.168.4.133,1092,56668,1024,0x0002
192.168.4.21,192.168.4.133,5989,56668,1024,0x0002
192.168.4.29,192.168.4.133,8181,56668,1024,0x0002
192.168.4.133,192.168.4.20,56668,2525,0,0x0014
192.168.4.133,192.168.4.29,56668,113,0,0x0014
192.168.4.133,192.168.4.29,56668,3389,0,0x0014
192.168.4.133,192.168.4.20,56668,993,0,0x0014
192.168.4.133,192.168.4.29,56668,80,0,0x0014
192.168.4.133,192.168.4.20,56668,1138,0,0x0014
192.168.4.133,192.168.4.21,56668,2525,0,0x0014
192.168.4.133,192.168.4.29,56668,587,0,0x0014
192.168.4.133,192.168.4.20,56668,5566,0,0x0014
192.168.4.133,192.168.4.21,56668,23,0,0x0014
192.168.4.133,192.168.4.21,56668,256,0,0x0014
192.168.4.133,192.168.4.21,56668,993,0,0x0014
192.168.4.133,192.168.4.29,56668,2525,0,0x0014
192.168.4.133,192.168.4.29,56668,993,0,0x0014
192.168.4.133,192.168.4.29,56668,256,0,0x0014
192.168.4.133,192.168.4.29,56668,23,0,0x0014
192.168.4.133,192.168.4.1,56668,1138,0,0x0014
192.168.4.111,192.168.4.133,545,56668,1024,0x0002
192.168.4.113,192.168.4.133,648,56668,1024,0x0002
192.168.4.1,192.168.4.133,1092,56668,1024,0x0002
192.168.4.20,192.168.4.133,648,56668,1024,0x0002
192.168.4.21,192.168.4.133,8181,56668,1024,0x0002
192.168.4.29,192.168.4.133,1092,56668,1024,0x0002
192.168.4.111,192.168.4.133,7435,56668,1024,0x0002
192.168.4.113,192.168.4.133,545,56668,1024,0x0002
192.168.4.1,192.168.4.133,648,56668,1024,0x0002
192.168.4.20,192.168.4.133,545,56668,1024,0x0002
192.168.4.21,192.168.4.133,1092,56668,1024,0x0002
192.168.4.29,192.168.4.133,648,56668,1024,0x0002
192.168.4.111,192.168.4.133,1164,56668,1024,0x0002
192.168.4.113,192.168.4.133,7435,56668,1024,0x0002
192.168.4.1,192.168.4.133,545,56668,1024,0x0002
192.168.4.20,192.168.4.133,7435,56668,1024,0x0002
192.168.4.21,192.168.4.133,648,56668,1024,0x0002
192.168.4.133,192.168.4.1,56668,5989,0,0x0014
192.168.4.133,192.168.4.1,56668,8181,0,0x0014
192.168.4.133,192.168.4.111,56668,554,14000,0x0014
192.168.4.133,192.168.4.113,56668,8181,0,0x0014
192.168.4.133,192.168.4.113,56668,1092,0,0x0014
192.168.4.133,192.168.4.113,56668,5989,0,0x0014
192.168.4.111,192.168.4.133,5666,56668,1024,0x0002
192.168.4.113,192.168.4.133,1164,56668,1024,0x0002
192.168.4.1,192.168.4.133,7435,56668,1024,0x0002
192.168.4.20,192.168.4.133,1164,56668,1024,0x0002
192.168.4.21,192.168.4.133,545,56668,1024,0x0002
192.168.4.29,192.168.4.133,545,56668,1024,0x0002
192.168.4.133,192.168.4.1,56668,1092,0,0x0014
192.168.4.133,192.168.4.1,56668,545,0,0x0014
192.168.4.133,192.168.4.1,56668,648,0,0x0014
192.168.4.133,192.168.4.111,56668,587,14000,0x0014
192.168.4.133,192.168.4.113,56668,7435,0,0x0014
192.168.4.133,192.168.4.111,56668,80,14000,0x0012
192.168.4.133,192.168.4.113,56668,648,0,0x0014
192.168.4.133,192.168.4.113,56668,545,0,0x0014
192.168.4.111,192.168.4.133,80,56668,0,0x0004
192.168.4.133,192.168.4.1,56668,7435,0,0x0014
192.168.4.133,192.168.4.113,56668,1164,0,0x0014
192.168.4.133,192.168.4.21,56668,1092,0,0x0014
192.168.4.133,192.168.4.21,56668,1138,0,0x0014
192.168.4.133,192.168.4.21,56668,648,0,0x0014
192.168.4.133,192.168.4.21,56668,5989,0,0x0014
192.168.4.133,192.168.4.21,56668,5566,0,0x0014
192.168.4.133,192.168.4.21,56668,8181,0,0x0014
192.168.4.133,192.168.4.20,56668,7435,0,0x0014
192.168.4.133,192.168.4.20,56668,8181,0,0x0014
192.168.4.133,192.168.4.111,56668,256,14000,0x0014
192.168.4.133,192.168.4.20,56668,5989,0,0x0014
192.168.4.133,192.168.4.20,56668,1092,0,0x0014
192.168.4.133,192.168.4.111,56668,23,14000,0x0014
192.168.4.133,192.168.4.20,56668,648,0,0x0014
192.168.4.133,192.168.4.20,56668,545,0,0x0014
192.168.4.133,192.168.4.20,56668,1164,0,0x0014
192.168.4.111,192.168.4.133,1087,56668,1024,0x0002
192.168.4.113,192.168.4.133,5666,56668,1024,0x0002
192.168.4.1,192.168.4.133,1164,56668,1024,0x0002
192.168.4.20,192.168.4.133,5666,56668,1024,0x0002
192.168.4.21,192.168.4.133,7435,56668,1024,0x0002
192.168.4.29,192.168.4.133,7435,56668,1024,0x0002
192.168.4.111,192.168.4.133,5963,56668,1024,0x0002
192.168.4.113,192.168.4.133,1087,56668,1024,0x0002
192.168.4.1,192.168.4.133,5666,56668,1024,0x0002
192.168.4.20,192.168.4.133,1087,56668,1024,0x0002
192.168.4.21,192.168.4.133,1164,56668,1024,0x0002
192.168.4.29,192.168.4.133,1164,56668,1024,0x0002
192.168.4.111,192.168.4.133,9666,56668,1024,0x0002
192.168.4.113,192.168.4.133,5963,56668,1024,0x0002
192.168.4.1,192.168.4.133,1087,56668,1024,0x0002
192.168.4.20,192.168.4.133,5963,56668,1024,0x0002
192.168.4.21,192.168.4.133,5666,56668,1024,0x0002
192.168.4.29,192.168.4.133,5666,56668,1024,0x0002
192.168.4.111,192.168.4.133,119,56668,1024,0x0002
192.168.4.113,192.168.4.133,9666,56668,1024,0x0002
192.168.4.1,192.168.4.133,5963,56668,1024,0x0002
192.168.4.20,192.168.4.133,9666,56668,1024,0x0002
192.168.4.21,192.168.4.133,1087,56668,1024,0x0002
192.168.4.29,192.168.4.133,1087,56668,1024,0x0002
192.168.4.111,192.168.4.133,12174,56668,1024,0x0002
192.168.4.113,192.168.4.133,119,56668,1024,0x0002
192.168.4.133,192.168.4.21,56668,545,0,0x0014
192.168.4.133,192.168.4.1,56668,1164,0,0x0014
192.168.4.133,192.168.4.1,56668,5963,0,0x0014
192.168.4.133,192.168.4.1,56668,5666,0,0x0014
192.168.4.133,192.168.4.1,56668,1087,0,0x0014
192.168.4.21,192.168.4.133,5963,56668,1024,0x0002
192.168.4.29,192.168.4.133,5963,56668,1024,0x0002
192.168.4.111,192.168.4.133,10001,56668,1024,0x0002
192.168.4.113,192.168.4.133,12174,56668,1024,0x0002
192.168.4.1,192.168.4.133,9666,56668,1024,0x0002
192.168.4.133,192.168.4.111,56668,993,14000,0x0014
192.168.4.133,192.168.4.113,56668,5666,0,0x0014
192.168.4.133,192.168.4.113,56668,5963,0,0x0014
192.168.4.133,192.168.4.113,56668,9666,0,0x0014
192.168.4.133,192.168.4.111,56668,5989,14000,0x0014
192.168.4.133,192.168.4.113,56668,119,0,0x0014
192.168.4.133,192.168.4.111,56668,3389,14000,0x0014
192.168.4.133,192.168.4.113,56668,1087,0,0x0014
192.168.4.133,192.168.4.111,56668,1138,14000,0x0014
