ip.dst,ip.src,tcp.dstport,tcp.srcport,tcp.window_size_value,tcp.flags
192.168.4.133,192.168.4.77,56668,7920,0,0x0014
192.168.4.133,192.168.4.77,56668,89,0,0x0014
192.168.4.133,192.168.4.77,56668,3826,0,0x0014
192.168.4.133,192.168.4.77,56668,55055,0,0x0014
192.168.4.133,192.168.4.77,56668,1455,0,0x0014
192.168.4.133,192.168.4.77,56668,902,0,0x0014
192.168.4.133,192.168.4.77,56668,31337,0,0x0014
192.168.4.133,192.168.4.21,56668,1641,0,0x0014
192.168.4.133,192.168.4.21,56668,1186,0,0x0014
192.168.4.133,192.168.4.21,56668,8200,0,0x0014
192.168.4.133,192.168.4.21,56668,1073,0,0x0014
192.168.4.133,192.168.4.21,56668,12000,0,0x0014
192.168.4.133,192.168.4.21,56668,8652,0,0x0014
192.168.4.133,192.168.4.21,56668,10004,0,0x0014
192.168.4.133,192.168.4.75,56668,32775,0,0x0014
192.168.4.133,192.168.4.75,56668,3269,0,0x0014
192.168.4.133,192.168.4.75,56668,1037,0,0x0014
192.168.4.133,192.168.4.75,56668,22939,0,0x0014
192.168.4.133,192.168.4.20,56668,1641,0,0x0014
192.168.4.133,192.168.4.75,56668,2008,0,0x0014
192.168.4.133,192.168.4.75,56668,33354,0,0x0014
192.168.4.133,192.168.4.75,56668,7025,0,0x0014
192.168.4.133,192.168.4.75,56668,6699,0,0x0014
