tcp.dstport,tcp.srcport,tcp.window_size_value,tcp.flags,labeled_data
51103,55209,1024,0x0000,1
1503,55209,1024,0x0000,1
563,55209,1024,0x0000,1
593,55209,1024,0x0000,1
52848,55209,1024,0x0000,1
55209,4443,0,0x0014,0
55209,1,0,0x0014,0
55209,9091,0,0x0014,0
55209,2119,0,0x0014,0
55209,1594,0,0x0014,0
55209,2811,0,0x0014,0
55209,1046,0,0x0014,0
55209,873,0,0x0014,0
8001,55209,1024,0x0000,1
1000,55209,1024,0x0000,1
1049,55209,1024,0x0000,1
50000,55209,1024,0x0000,1
2099,55209,1024,0x0000,1
636,55209,1024,0x0000,1
1095,55209,1024,0x0000,1
55209,2522,0,0x0014,0
55209,11110,0,0x0014,0
55209,5802,0,0x0014,0
55209,10778,0,0x0014,0
55209,37,0,0x0014,0
55209,3914,0,0x0014,0
55209,50500,0,0x0014,0
55209,49154,0,0x0014,0
55209,1761,0,0x0014,0
55209,100,0,0x0014,0
55209,50003,0,0x0014,0
55209,1119,0,0x0014,0
55209,1035,0,0x0014,0
55209,5200,0,0x0014,0
55209,3659,0,0x0014,0
55209,444,0,0x0014,0
55209,23502,0,0x0014,0
55209,5907,0,0x0014,0
55209,2001,0,0x0014,0
55209,8649,0,0x0014,0
55209,20828,0,0x0014,0
55209,1271,0,0x0014,0
55209,5001,0,0x0014,0
55209,1192,0,0x0014,0
55209,56737,0,0x0014,0
55209,1052,0,0x0014,0
2170,55209,1024,0x0000,1
60020,55209,1024,0x0000,1
7627,55209,1024,0x0000,1
7001,55209,1024,0x0000,1
1028,55209,1024,0x0000,1
17988,55209,1024,0x0000,1
55209,1044,0,0x0014,0
55209,19801,0,0x0014,0
1083,55209,1024,0x0000,1
417,55209,1024,0x0000,1
8084,55209,1024,0x0000,1
1076,55209,1024,0x0000,1
6106,55209,1024,0x0000,1
64680,55209,1024,0x0000,1
888,55209,1024,0x0000,1
617,55209,1024,0x0000,1
3703,55209,1024,0x0000,1
340,55209,1024,0x0000,1
106,55209,1024,0x0000,1
2009,55209,1024,0x0000,1
7004,55209,1024,0x0000,1
3017,55209,1024,0x0000,1
2049,55209,1024,0x0000,1
13,55209,1024,0x0000,1
1022,55209,1024,0x0000,1
306,55209,1024,0x0000,1
1147,55209,1024,0x0000,1
10243,55209,1024,0x0000,1
5003,55209,1024,0x0000,1
5298,55209,1024,0x0000,1
6007,55209,1024,0x0000,1
1086,55209,1024,0x0000,1
5544,55209,1024,0x0000,1
8701,55209,1024,0x0000,1
1900,55209,1024,0x0000,1
981,55209,1024,0x0000,1
2121,55209,1024,0x0000,1
8009,55209,1024,0x0000,1
8045,55209,1024,0x0000,1
1719,55209,1024,0x0000,1
1201,55209,1024,0x0000,1
24444,55209,1024,0x0000,1
79,55209,1024,0x0000,1
1011,55209,1024,0x0000,1
30718,55209,1024,0x0000,1
50006,55209,1024,0x0000,1
44442,55209,1024,0x0000,1
9207,55209,1024,0x0000,1
1328,55209,1024,0x0000,1
1580,55209,1024,0x0000,1
32776,55209,1024,0x0000,1
548,55209,1024,0x0000,1
55209,146,0,0x0014,0
55209,1863,0,0x0014,0
55209,2099,0,0x0014,0
55209,2323,0,0x0014,0
55209,52848,0,0x0014,0
55209,2710,0,0x0014,0
55209,777,0,0x0014,0
55209,51103,0,0x0014,0
55209,9011,0,0x0014,0
55209,512,0,0x0014,0
55209,563,0,0x0014,0
55209,593,0,0x0014,0
55209,50389,0,0x0014,0
55209,1503,0,0x0014,0
55209,9500,0,0x0014,0
55209,4004,0,0x0014,0
55209,14000,0,0x0014,0
55209,7920,0,0x0014,0
55209,8193,0,0x0014,0
55209,8652,0,0x0014,0
55209,636,0,0x0014,0
55209,3369,0,0x0014,0
55209,50000,0,0x0014,0
55209,1049,0,0x0014,0
55209,1000,0,0x0014,0
55209,8001,0,0x0014,0
55209,60020,0,0x0014,0
55209,2170,0,0x0014,0
55209,1095,0,0x0014,0
5414,55209,1024,0x0000,1
49400,55209,1024,0x0000,1
1088,55209,1024,0x0000,1
1073,55209,1024,0x0000,1
3071,55209,1024,0x0000,1
1122,55209,1024,0x0000,1
42510,55209,1024,0x0000,1
1033,55209,1024,0x0000,1
2383,55209,1024,0x0000,1
5226,55209,1024,0x0000,1
8010,55209,1024,0x0000,1
3168,55209,1024,0x0000,1
2702,55209,1024,0x0000,1
35500,55209,1024,0x0000,1
6005,55209,1024,0x0000,1
900,55209,1024,0x0000,1
15660,55209,1024,0x0000,1
13782,55209,1024,0x0000,1
2135,55209,1024,0x0000,1
8291,55209,1024,0x0000,1
6059,55209,1024,0x0000,1
6389,55209,1024,0x0000,1
6001,55209,1024,0x0000,1
62078,55209,1024,0x0000,1
1048,55209,1024,0x0000,1
1296,55209,1024,0x0000,1
1030,55209,1024,0x0000,1
9050,55209,1024,0x0000,1
8899,55209,1024,0x0000,1
44501,55209,1024,0x0000,1
55209,106,0,0x0014,0
55209,8084,0,0x0014,0
55209,1076,0,0x0014,0
55209,17988,0,0x0014,0
55209,617,0,0x0014,0
55209,1083,0,0x0014,0
55209,417,0,0x0014,0
55209,6106,0,0x0014,0
55209,7627,0,0x0014,0
55209,340,0,0x0014,0
55209,1028,0,0x0014,0
55209,3703,0,0x0014,0
55209,7001,0,0x0014,0
55209,888,0,0x0014,0
55209,3017,0,0x0014,0
55209,64680,0,0x0014,0
55209,2121,0,0x0014,0
55209,2049,0,0x0014,0
55209,7004,0,0x0014,0
55209,306,0,0x0014,0
55209,6007,0,0x0014,0
55209,1147,0,0x0014,0
55209,981,0,0x0014,0
55209,5003,0,0x0014,0
55209,10243,0,0x0014,0
55209,5298,0,0x0014,0
55209,2009,0,0x0014,0
55209,1022,0,0x0014,0
55209,1086,0,0x0014,0
55209,1900,0,0x0014,0
55209,5544,0,0x0014,0
55209,13,0,0x0014,0
55209,8701,0,0x0014,0
1009,55209,1024,0x0000,1
1801,55209,1024,0x0000,1
9968,55209,1024,0x0000,1
32774,55209,1024,0x0000,1
21571,55209,1024,0x0000,1
1175,55209,1024,0x0000,1
1186,55209,1024,0x0000,1
5859,55209,1024,0x0000,1
10617,55209,1024,0x0000,1
6646,55209,1024,0x0000,1
7999,55209,1024,0x0000,1
1075,55209,1024,0x0000,1
2875,55209,1024,0x0000,1
8290,55209,1024,0x0000,1
700,55209,1024,0x0000,1
3995,55209,1024,0x0000,1
2048,55209,1024,0x0000,1
631,55209,1024,0x0000,1
1755,55209,1024,0x0000,1
7,55209,1024,0x0000,1
1641,55209,1024,0x0000,1
9594,55209,1024,0x0000,1
52673,55209,1024,0x0000,1
5678,55209,1024,0x0000,1
55209,1201,0,0x0014,0
55209,44442,0,0x0014,0
55209,32776,0,0x0014,0
55209,1719,0,0x0014,0
55209,24444,0,0x0014,0
55209,30718,0,0x0014,0
55209,79,0,0x0014,0
55209,548,0,0x0014,0
55209,8045,0,0x0014,0
55209,50006,0,0x0014,0
55209,1580,0,0x0014,0
55209,9207,0,0x0014,0
55209,1011,0,0x0014,0
55209,1328,0,0x0014,0
616,55209,1024,0x0000,1
1310,55209,1024,0x0000,1
5910,55209,1024,0x0000,1
427,55209,1024,0x0000,1
1151,55209,1024,0x0000,1
1117,55209,1024,0x0000,1
70,55209,1024,0x0000,1
1218,55209,1024,0x0000,1
6025,55209,1024,0x0000,1
55209,2383,0,0x0014,0
55209,1296,0,0x0014,0
55209,6389,0,0x0014,0
55209,5414,0,0x0014,0
55209,3071,0,0x0014,0
55209,8010,0,0x0014,0
55209,9050,0,0x0014,0
55209,1088,0,0x0014,0
55209,1073,0,0x0014,0
55209,1033,0,0x0014,0
55209,35500,0,0x0014,0
55209,2135,0,0x0014,0
55209,900,0,0x0014,0
55209,6005,0,0x0014,0
55209,62078,0,0x0014,0
55209,6001,0,0x0014,0
55209,3168,0,0x0014,0
55209,13782,0,0x0014,0
55209,6059,0,0x0014,0
55209,8899,0,0x0014,0
55209,1030,0,0x0014,0
55209,1048,0,0x0014,0
4998,55209,1024,0x0000,1
5679,55209,1024,0x0000,1
2005,55209,1024,0x0000,1
24,55209,1024,0x0000,1
2222,55209,1024,0x0000,1
1688,55209,1024,0x0000,1
1137,55209,1024,0x0000,1
1164,55209,1024,0x0000,1
7800,55209,1024,0x0000,1
26,55209,1024,0x0000,1
55209,44501,0,0x0014,0
55209,1122,0,0x0014,0
55209,2702,0,0x0014,0
55209,49400,0,0x0014,0
55209,15660,0,0x0014,0
55209,5226,0,0x0014,0
55209,8291,0,0x0014,0
55209,42510,0,0x0014,0
55209,1009,0,0x0014,0
55209,9968,0,0x0014,0
55209,1801,0,0x0014,0
55209,7999,0,0x0014,0
55209,32774,0,0x0014,0
1050,55209,1024,0x0000,1
1666,55209,1024,0x0000,1
5877,55209,1024,0x0000,1
14238,55209,1024,0x0000,1
2000,55209,1024,0x0000,1
4005,55209,1024,0x0000,1
1072,55209,1024,0x0000,1
912,55209,1024,0x0000,1
6,55209,1024,0x0000,1
3128,55209,1024,0x0000,1
7938,55209,1024,0x0000,1
1081,55209,1024,0x0000,1
1455,55209,1024,0x0000,1
5959,55209,1024,0x0000,1
6779,55209,1024,0x0000,1
5666,55209,1024,0x0000,1
55209,21571,0,0x0014,0
55209,1175,0,0x0014,0
55209,1641,0,0x0014,0
55209,1186,0,0x0014,0
55209,700,0,0x0014,0
55209,2048,0,0x0014,0
55209,5859,0,0x0014,0
55209,6646,0,0x0014,0
55209,52673,0,0x0014,0
55209,5678,0,0x0014,0
55209,1755,0,0x0014,0
55209,1075,0,0x0014,0
264,55209,1024,0x0000,1
3031,55209,1024,0x0000,1
3971,55209,1024,0x0000,1
5061,55209,1024,0x0000,1
5901,55209,1024,0x0000,1
5033,55209,1024,0x0000,1
42,55209,1024,0x0000,1
3261,55209,1024,0x0000,1
749,55209,1024,0x0000,1
65129,55209,1024,0x0000,1
55209,631,0,0x0014,0
55209,7,0,0x0014,0
55209,2875,0,0x0014,0
55209,3995,0,0x0014,0
55209,616,0,0x0014,0
55209,10617,0,0x0014,0
55209,1310,0,0x0014,0
55209,8290,0,0x0014,0
55209,9594,0,0x0014,0
990,55209,1024,0x0000,1
44176,55209,1024,0x0000,1
3826,55209,1024,0x0000,1
683,55209,1024,0x0000,1
3476,55209,1024,0x0000,1
5906,55209,1024,0x0000,1
44443,55209,1024,0x0000,1
6112,55209,1024,0x0000,1
1059,55209,1024,0x0000,1
4125,55209,1024,0x0000,1
1972,55209,1024,0x0000,1
45100,55209,1024,0x0000,1
4006,55209,1024,0x0000,1
9290,55209,1024,0x0000,1
1043,55209,1024,0x0000,1
5120,55209,1024,0x0000,1
32784,55209,1024,0x0000,1
7496,55209,1024,0x0000,1
2034,55209,1024,0x0000,1
1096,55209,1024,0x0000,1
14442,55209,1024,0x0000,1
2251,55209,1024,0x0000,1
12265,55209,1024,0x0000,1
1248,55209,1024,0x0000,1
19315,55209,1024,0x0000,1
4343,55209,1024,0x0000,1
8181,55209,1024,0x0000,1
1031,55209,1024,0x0000,1
1064,55209,1024,0x0000,1
2038,55209,1024,0x0000,1
1070,55209,1024,0x0000,1
1311,55209,1024,0x0000,1
5190,55209,1024,0x0000,1
10616,55209,1024,0x0000,1
9003,55209,1024,0x0000,1
55209,14238,0,0x0014,0
55209,3128,0,0x0014,0
55209,1117,0,0x0014,0
55209,4998,0,0x0014,0
55209,2000,0,0x0014,0
55209,1218,0,0x0014,0
55209,70,0,0x0014,0
55209,1455,0,0x0014,0
55209,2222,0,0x0014,0
55209,912,0,0x0014,0
55209,1050,0,0x0014,0
55209,1688,0,0x0014,0
55209,7938,0,0x0014,0
55209,1081,0,0x0014,0
55209,6,0,0x0014,0
55209,24,0,0x0014,0
55209,4005,0,0x0014,0
55209,1137,0,0x0014,0
55209,5679,0,0x0014,0
55209,7800,0,0x0014,0
55209,2005,0,0x0014,0
55209,1666,0,0x0014,0
55209,5877,0,0x0014,0
55209,1164,0,0x0014,0
55209,427,0,0x0014,0
55209,1072,0,0x0014,0
55209,65129,0,0x0014,0
55209,3971,0,0x0014,0
55209,6025,0,0x0014,0
55209,5910,0,0x0014,0
55209,1151,0,0x0014,0
55209,3031,0,0x0014,0
55209,3261,0,0x0014,0
55209,5959,0,0x0014,0
55209,26,0,0x0014,0
55209,749,0,0x0014,0
55209,6779,0,0x0014,0
55209,5666,0,0x0014,0
55209,5901,0,0x0014,0
55209,5033,0,0x0014,0
55209,5061,0,0x0014,0
55209,264,0,0x0014,0
55209,42,0,0x0014,0
15002,55209,1024,0x0000,1
1174,55209,1024,0x0000,1
1277,55209,1024,0x0000,1
5631,55209,1024,0x0000,1
7000,55209,1024,0x0000,1
2007,55209,1024,0x0000,1
5087,55209,1024,0x0000,1
65000,55209,1024,0x0000,1
49155,55209,1024,0x0000,1
5718,55209,1024,0x0000,1
8002,55209,1024,0x0000,1
9071,55209,1024,0x0000,1
8008,55209,1024,0x0000,1
2033,55209,1024,0x0000,1
667,55209,1024,0x0000,1
8100,55209,1024,0x0000,1
9081,55209,1024,0x0000,1
524,55209,1024,0x0000,1
1131,55209,1024,0x0000,1
5550,55209,1024,0x0000,1
646,55209,1024,0x0000,1
50300,55209,1024,0x0000,1
7100,55209,1024,0x0000,1
3367,55209,1024,0x0000,1
515,55209,1024,0x0000,1
5961,55209,1024,0x0000,1
1010,55209,1024,0x0000,1
16080,55209,1024,0x0000,1
1352,55209,1024,0x0000,1
9418,55209,1024,0x0000,1
2179,55209,1024,0x0000,1
7019,55209,1024,0x0000,1
8021,55209,1024,0x0000,1
9929,55209,1024,0x0000,1
9998,55209,1024,0x0000,1
10002,55209,1024,0x0000,1
5730,55209,1024,0x0000,1
1029,55209,1024,0x0000,1
32780,55209,1024,0x0000,1
8000,55209,1024,0x0000,1
32775,55209,1024,0x0000,1
2608,55209,1024,0x0000,1
3001,55209,1024,0x0000,1
49160,55209,1024,0x0000,1
55209,44443,0,0x0014,0
55209,6112,0,0x0014,0
55209,683,0,0x0014,0
55209,5906,0,0x0014,0
55209,1059,0,0x0014,0
55209,44176,0,0x0014,0
55209,3826,0,0x0014,0
55209,990,0,0x0014,0
55209,45100,0,0x0014,0
55209,4125,0,0x0014,0
55209,1972,0,0x0014,0
55209,3476,0,0x0014,0
55209,9290,0,0x0014,0
55209,32784,0,0x0014,0
55209,10616,0,0x0014,0
55209,1096,0,0x0014,0
55209,1277,0,0x0014,0
55209,15002,0,0x0014,0
55209,4006,0,0x0014,0
7103,55209,1024,0x0000,1
3828,55209,1024,0x0000,1
1233,55209,1024,0x0000,1
2301,55209,1024,0x0000,1
5815,55209,1024,0x0000,1
83,55209,1024,0x0000,1
9000,55209,1024,0x0000,1
545,55209,1024,0x0000,1
7778,55209,1024,0x0000,1
16993,55209,1024,0x0000,1
34571,55209,1024,0x0000,1
15000,55209,1024,0x0000,1
31038,55209,1024,0x0000,1
1443,55209,1024,0x0000,1
18040,55209,1024,0x0000,1
9110,55209,1024,0x0000,1
1862,55209,1024,0x0000,1
19780,55209,1024,0x0000,1
2260,55209,1024,0x0000,1
55209,4343,0,0x0014,0
55209,1311,0,0x0014,0
55209,8002,0,0x0014,0
55209,524,0,0x0014,0
55209,515,0,0x0014,0
55209,9081,0,0x0014,0
55209,667,0,0x0014,0
55209,1174,0,0x0014,0
55209,2033,0,0x0014,0
55209,16080,0,0x0014,0
55209,1010,0,0x0014,0
55209,7496,0,0x0014,0
55209,1031,0,0x0014,0
55209,65000,0,0x0014,0
55209,2179,0,0x0014,0
55209,1070,0,0x0014,0
55209,7100,0,0x0014,0
55209,2038,0,0x0014,0
55209,19315,0,0x0014,0
55209,8181,0,0x0014,0
55209,32780,0,0x0014,0
55209,5190,0,0x0014,0
55209,1029,0,0x0014,0
55209,5961,0,0x0014,0
55209,1248,0,0x0014,0
55209,9071,0,0x0014,0
55209,7000,0,0x0014,0
55209,2034,0,0x0014,0
55209,1064,0,0x0014,0
55209,1131,0,0x0014,0
55209,9998,0,0x0014,0
55209,9929,0,0x0014,0
55209,5730,0,0x0014,0
55209,646,0,0x0014,0
55209,8100,0,0x0014,0
55209,9418,0,0x0014,0
55209,3367,0,0x0014,0
55209,8000,0,0x0014,0
55209,12265,0,0x0014,0
55209,5631,0,0x0014,0
55209,50300,0,0x0014,0
55209,8021,0,0x0014,0
55209,49160,0,0x0014,0
55209,7019,0,0x0014,0
55209,1352,0,0x0014,0
55209,2007,0,0x0014,0
55209,1043,0,0x0014,0
55209,14442,0,0x0014,0
55209,10002,0,0x0014,0
55209,49155,0,0x0014,0
55209,2608,0,0x0014,0
55209,3001,0,0x0014,0
55209,5718,0,0x0014,0
55209,5550,0,0x0014,0
55209,2251,0,0x0014,0
55209,5087,0,0x0014,0
55209,9003,0,0x0014,0
55209,32775,0,0x0014,0
55209,5120,0,0x0014,0
407,55209,1024,0x0000,1
1041,55209,1024,0x0000,1
2003,55209,1024,0x0000,1
9080,55209,1024,0x0000,1
49152,55209,1024,0x0000,1
3827,55209,1024,0x0000,1
32779,55209,1024,0x0000,1
49,55209,1024,0x0000,1
52869,55209,1024,0x0000,1
5080,55209,1024,0x0000,1
88,55209,1024,0x0000,1
8089,55209,1024,0x0000,1
4444,55209,1024,0x0000,1
55055,55209,1024,0x0000,1
1149,55209,1024,0x0000,1
3030,55209,1024,0x0000,1
7937,55209,1024,0x0000,1
1169,55209,1024,0x0000,1
1066,55209,1024,0x0000,1
1126,55209,1024,0x0000,1
5999,55209,1024,0x0000,1
7512,55209,1024,0x0000,1
5904,55209,1024,0x0000,1
1067,55209,1024,0x0000,1
2106,55209,1024,0x0000,1
259,55209,1024,0x0000,1
50002,55209,1024,0x0000,1
10003,55209,1024,0x0000,1
3580,55209,1024,0x0000,1
9917,55209,1024,0x0000,1
1287,55209,1024,0x0000,1
666,55209,1024,0x0000,1
4045,55209,1024,0x0000,1
4567,55209,1024,0x0000,1
211,55209,1024,0x0000,1
3052,55209,1024,0x0000,1
27000,55209,1024,0x0000,1
1021,55209,1024,0x0000,1
3371,55209,1024,0x0000,1
6003,55209,1024,0x0000,1
13722,55209,1024,0x0000,1
3918,55209,1024,0x0000,1
9575,55209,1024,0x0000,1
3784,55209,1024,0x0000,1
48080,55209,1024,0x0000,1
2160,55209,1024,0x0000,1
8099,55209,1024,0x0000,1
1433,55209,1024,0x0000,1
16012,55209,1024,0x0000,1
6789,55209,1024,0x0000,1
1121,55209,1024,0x0000,1
458,55209,1024,0x0000,1
9503,55209,1024,0x0000,1
11967,55209,1024,0x0000,1
12174,55209,1024,0x0000,1
1782,55209,1024,0x0000,1
6006,55209,1024,0x0000,1
1068,55209,1024,0x0000,1
2200,55209,1024,0x0000,1
1051,55209,1024,0x0000,1
55209,545,0,0x0014,0
55209,10003,0,0x0014,0
55209,49152,0,0x0014,0
55209,2003,0,0x0014,0
55209,15000,0,0x0014,0
55209,6003,0,0x0014,0
55209,48080,0,0x0014,0
55209,3918,0,0x0014,0
55209,1067,0,0x0014,0
55209,88,0,0x0014,0
55209,3052,0,0x0014,0
55209,4567,0,0x0014,0
55209,7778,0,0x0014,0
55209,9110,0,0x0014,0
55209,19780,0,0x0014,0
55209,666,0,0x0014,0
55209,13722,0,0x0014,0
55209,16993,0,0x0014,0
55209,1169,0,0x0014,0
55209,9575,0,0x0014,0
55209,1862,0,0x0014,0
55209,3371,0,0x0014,0
55209,2260,0,0x0014,0
55209,55055,0,0x0014,0
55209,1126,0,0x0014,0
55209,5999,0,0x0014,0
55209,27000,0,0x0014,0
55209,1287,0,0x0014,0
55209,52869,0,0x0014,0
55209,1149,0,0x0014,0
55209,7512,0,0x0014,0
55209,3828,0,0x0014,0
55209,7103,0,0x0014,0
55209,49,0,0x0014,0
55209,32779,0,0x0014,0
55209,50002,0,0x0014,0
55209,211,0,0x0014,0
55209,2106,0,0x0014,0
55209,3030,0,0x0014,0
55209,7937,0,0x0014,0
55209,83,0,0x0014,0
55209,407,0,0x0014,0
55209,5904,0,0x0014,0
55209,18040,0,0x0014,0
55209,9917,0,0x0014,0
55209,5815,0,0x0014,0
55209,34571,0,0x0014,0
55209,11967,0,0x0014,0
55209,259,0,0x0014,0
55209,4045,0,0x0014,0
55209,2301,0,0x0014,0
55209,1443,0,0x0014,0
55209,458,0,0x0014,0
55209,3580,0,0x0014,0
55209,1021,0,0x0014,0
55209,31038,0,0x0014,0
55209,1433,0,0x0014,0
55209,4444,0,0x0014,0
55209,2160,0,0x0014,0
55209,9080,0,0x0014,0
55209,8099,0,0x0014,0
55209,1233,0,0x0014,0
55209,3827,0,0x0014,0
55209,1121,0,0x0014,0
55209,1066,0,0x0014,0
55209,8089,0,0x0014,0
55209,1041,0,0x0014,0
55209,16012,0,0x0014,0
55209,3784,0,0x0014,0
55209,6789,0,0x0014,0
55209,1782,0,0x0014,0
55209,12174,0,0x0014,0
55209,9503,0,0x0014,0
55209,5080,0,0x0014,0
55209,1068,0,0x0014,0
55209,2200,0,0x0014,0
55209,1051,0,0x0014,0
55209,6006,0,0x0014,0
80,48848,501,0x0011,0
48848,80,501,0x0011,0
80,48848,501,0x0010,0
9000,55211,1024,0x0000,1
8008,55211,1024,0x0000,1
8009,55211,1024,0x0000,1
32781,55209,1024,0x0000,1
4003,55209,1024,0x0000,1
311,55209,1024,0x0000,1
3689,55209,1024,0x0000,1
465,55209,1024,0x0000,1
5566,55209,1024,0x0000,1
41511,55209,1024,0x0000,1
16016,55209,1024,0x0000,1
10629,55209,1024,0x0000,1
5357,55209,1024,0x0000,1
543,55209,1024,0x0000,1
3546,55209,1024,0x0000,1
51493,55209,1024,0x0000,1
4,55209,1024,0x0000,1
2013,55209,1024,0x0000,1
7777,55209,1024,0x0000,1
1434,55209,1024,0x0000,1
6689,55209,1024,0x0000,1
27353,55209,1024,0x0000,1
3077,55209,1024,0x0000,1
1091,55209,1024,0x0000,1
1097,55209,1024,0x0000,1
9100,55209,1024,0x0000,1
19842,55209,1024,0x0000,1
2111,55209,1024,0x0000,1
1104,55209,1024,0x0000,1
1217,55209,1024,0x0000,1
5432,55209,1024,0x0000,1
6792,55209,1024,0x0000,1
2065,55209,1024,0x0000,1
1113,55209,1024,0x0000,1
8085,55209,1024,0x0000,1
3323,55209,1024,0x0000,1
119,55209,1024,0x0000,1
38292,55209,1024,0x0000,1
84,55209,1024,0x0000,1
34572,55209,1024,0x0000,1
514,55209,1024,0x0000,1
5222,55209,1024,0x0000,1
10215,55209,1024,0x0000,1
898,55209,1024,0x0000,1
800,55209,1024,0x0000,1
9502,55209,1024,0x0000,1
3737,55209,1024,0x0000,1
4321,55209,1024,0x0000,1
1130,55209,1024,0x0000,1
1054,55209,1024,0x0000,1
1875,55209,1024,0x0000,1
3370,55209,1024,0x0000,1
15003,55209,1024,0x0000,1
2920,55209,1024,0x0000,1
27356,55209,1024,0x0000,1
49165,55209,1024,0x0000,1
3889,55209,1024,0x0000,1
6100,55209,1024,0x0000,1
8022,55209,1024,0x0000,1
625,55209,1024,0x0000,1
5963,55209,1024,0x0000,1
1040,55209,1024,0x0000,1
49156,55209,1024,0x0000,1
6502,55209,1024,0x0000,1
280,55209,1024,0x0000,1
10012,55209,1024,0x0000,1
10621,55209,1024,0x0000,1
5560,55209,1024,0x0000,1
8254,55209,1024,0x0000,1
8873,55209,1024,0x0000,1
6123,55209,1024,0x0000,1
32785,55209,1024,0x0000,1
6002,55209,1024,0x0000,1
668,55209,1024,0x0000,1
7070,55209,1024,0x0000,1
5960,55209,1024,0x0000,1
1002,55209,1024,0x0000,1
2809,55209,1024,0x0000,1
5998,55209,1024,0x0000,1
5102,55209,1024,0x0000,1
1165,55209,1024,0x0000,1
55209,16016,0,0x0014,0
55209,41511,0,0x0014,0
55209,3689,0,0x0014,0
55209,3546,0,0x0014,0
55209,465,0,0x0014,0
55209,4,0,0x0014,0
55209,32781,0,0x0014,0
55209,4003,0,0x0014,0
55209,10629,0,0x0014,0
55209,311,0,0x0014,0
55209,51493,0,0x0014,0
55209,5566,0,0x0014,0
55209,543,0,0x0014,0
55209,7777,0,0x0014,0
55209,5357,0,0x0014,0
55209,2013,0,0x0014,0
55209,27353,0,0x0014,0
1132,55209,1024,0x0000,1
7435,55209,1024,0x0000,1
1108,55209,1024,0x0000,1
648,55209,1024,0x0000,1
19283,55209,1024,0x0000,1
1037,55209,1024,0x0000,1
1074,55209,1024,0x0000,1
11111,55209,1024,0x0000,1
4129,55209,1024,0x0000,1
5911,55209,1024,0x0000,1
10566,55209,1024,0x0000,1
464,55209,1024,0x0000,1
1236,55209,1024,0x0000,1
5950,55209,1024,0x0000,1
5988,55209,1024,0x0000,1
6009,55209,1024,0x0000,1
1042,55209,1024,0x0000,1
55209,9100,0,0x0014,0
55209,1091,0,0x0014,0
55209,1434,0,0x0014,0
55209,6689,0,0x0014,0
55209,1217,0,0x0014,0
55209,119,0,0x0014,0
1110,55209,1024,0x0000,1
55209,2111,0,0x0014,0
55209,19842,0,0x0014,0
55209,3077,0,0x0014,0
55209,9502,0,0x0014,0
55209,5960,0,0x0014,0
55209,15003,0,0x0014,0
55209,7070,0,0x0014,0
55209,10012,0,0x0014,0
55209,2065,0,0x0014,0
55209,10215,0,0x0014,0
55209,1875,0,0x0014,0
55209,1097,0,0x0014,0
55209,6002,0,0x0014,0
55209,1054,0,0x0014,0
55209,1130,0,0x0014,0
55209,898,0,0x0014,0
55209,8022,0,0x0014,0
55209,5432,0,0x0014,0
55209,514,0,0x0014,0
55209,1104,0,0x0014,0
55209,3737,0,0x0014,0
55209,84,0,0x0014,0
55209,800,0,0x0014,0
1111,55209,1024,0x0000,1
1105,55209,1024,0x0000,1
161,55209,1024,0x0000,1
5862,55209,1024,0x0000,1
55209,3323,0,0x0014,0
55209,2809,0,0x0014,0
55209,1113,0,0x0014,0
55209,8873,0,0x0014,0
55209,8254,0,0x0014,0
55209,4321,0,0x0014,0
55209,27356,0,0x0014,0
55209,2920,0,0x0014,0
55209,6792,0,0x0014,0
55209,3889,0,0x0014,0
55209,38292,0,0x0014,0
55209,5963,0,0x0014,0
55209,10621,0,0x0014,0
55209,280,0,0x0014,0
55209,32785,0,0x0014,0
55209,668,0,0x0014,0
5633,55209,1024,0x0000,1
55209,49156,0,0x0014,0
55209,34572,0,0x0014,0
55209,625,0,0x0014,0
55209,6100,0,0x0014,0
55209,5560,0,0x0014,0
55209,1040,0,0x0014,0
55209,6502,0,0x0014,0
55209,1165,0,0x0014,0
1461,55209,1024,0x0000,1
55209,8085,0,0x0014,0
55209,5222,0,0x0014,0
55209,3370,0,0x0014,0
55209,49165,0,0x0014,0
55209,1002,0,0x0014,0
55209,5102,0,0x0014,0
1687,55209,1024,0x0000,1
6547,55209,1024,0x0000,1
1007,55209,1024,0x0000,1
2068,55209,1024,0x0000,1
32773,55209,1024,0x0000,1
1038,55209,1024,0x0000,1
9103,55209,1024,0x0000,1
50800,55209,1024,0x0000,1
55209,11111,0,0x0014,0
28201,55209,1024,0x0000,1
6901,55209,1024,0x0000,1
1500,55209,1024,0x0000,1
15742,55209,1024,0x0000,1
5510,55209,1024,0x0000,1
4662,55209,1024,0x0000,1
3000,55209,1024,0x0000,1
5269,55209,1024,0x0000,1
2701,55209,1024,0x0000,1
50636,55209,1024,0x0000,1
55209,1108,0,0x0014,0
55209,5998,0,0x0014,0
55209,6123,0,0x0014,0
55209,19283,0,0x0014,0
55209,1037,0,0x0014,0
9535,55209,1024,0x0000,1
25734,55209,1024,0x0000,1
5500,55209,1024,0x0000,1
49176,55209,1024,0x0000,1
1152,55209,1024,0x0000,1
55209,7435,0,0x0014,0
55209,1132,0,0x0014,0
55209,5911,0,0x0014,0
55209,4129,0,0x0014,0
55209,648,0,0x0014,0
55209,1074,0,0x0014,0
1036,55209,1024,0x0000,1
55209,1042,0,0x0014,0
55209,1236,0,0x0014,0
55209,5988,0,0x0014,0
