tcp.dstport,tcp.srcport,tcp.window_size_value,tcp.flags,labeled_data
55209,1110,0,0x0014,0
55209,10566,0,0x0014,0
55209,5950,0,0x0014,0
55209,6009,0,0x0014,0
8180,55209,1024,0x0000,1
49999,55209,1024,0x0000,1
57294,55209,1024,0x0000,1
1058,55209,1024,0x0000,1
5850,55209,1024,0x0000,1
1718,55209,1024,0x0000,1
1805,55209,1024,0x0000,1
720,55209,1024,0x0000,1
1039,55209,1024,0x0000,1
43,55209,1024,0x0000,1
8654,55209,1024,0x0000,1
55056,55209,1024,0x0000,1
2045,55209,1024,0x0000,1
5902,55209,1024,0x0000,1
1090,55209,1024,0x0000,1
3372,55209,1024,0x0000,1
49175,55209,1024,0x0000,1
801,55209,1024,0x0000,1
6666,55209,1024,0x0000,1
9415,55209,1024,0x0000,1
32783,55209,1024,0x0000,1
54328,55209,1024,0x0000,1
1244,55209,1024,0x0000,1
1098,55209,1024,0x0000,1
1187,55209,1024,0x0000,1
1123,55209,1024,0x0000,1
2800,55209,1024,0x0000,1
85,55209,1024,0x0000,1
3551,55209,1024,0x0000,1
1085,55209,1024,0x0000,1
2021,55209,1024,0x0000,1
55209,464,0,0x0014,0
1094,55209,1024,0x0000,1
6788,55209,1024,0x0000,1
5054,55209,1024,0x0000,1
555,55209,1024,0x0000,1
4848,55209,1024,0x0000,1
3878,55209,1024,0x0000,1
5822,55209,1024,0x0000,1
19101,55209,1024,0x0000,1
1061,55209,1024,0x0000,1
544,55209,1024,0x0000,1
10001,55209,1024,0x0000,1
1112,55209,1024,0x0000,1
5431,55209,1024,0x0000,1
8081,55209,1024,0x0000,1
2399,55209,1024,0x0000,1
6667,55209,1024,0x0000,1
5101,55209,1024,0x0000,1
6156,55209,1024,0x0000,1
3905,55209,1024,0x0000,1
55209,4662,0,0x0014,0
55209,25734,0,0x0014,0
55209,6547,0,0x0014,0
55209,5510,0,0x0014,0
55209,161,0,0x0014,0
55209,1687,0,0x0014,0
55209,50800,0,0x0014,0
55209,15742,0,0x0014,0
55209,9103,0,0x0014,0
55209,5633,0,0x0014,0
55209,1090,0,0x0014,0
55209,2701,0,0x0014,0
55209,1007,0,0x0014,0
55209,28201,0,0x0014,0
55209,9535,0,0x0014,0
55209,32773,0,0x0014,0
55209,1105,0,0x0014,0
55209,1111,0,0x0014,0
55209,49176,0,0x0014,0
55209,5500,0,0x0014,0
55209,1461,0,0x0014,0
55209,3000,0,0x0014,0
55209,1038,0,0x0014,0
55209,6901,0,0x0014,0
55209,1500,0,0x0014,0
55209,1152,0,0x0014,0
55209,2068,0,0x0014,0
55209,50636,0,0x0014,0
55209,5269,0,0x0014,0
55209,5862,0,0x0014,0
55209,57294,0,0x0014,0
55209,5850,0,0x0014,0
55209,49999,0,0x0014,0
55209,1036,0,0x0014,0
55209,801,0,0x0014,0
55209,1805,0,0x0014,0
55209,1085,0,0x0014,0
49159,55209,1024,0x0000,1
3517,55209,1024,0x0000,1
1148,55209,1024,0x0000,1
3,55209,1024,0x0000,1
1078,55209,1024,0x0000,1
4111,55209,1024,0x0000,1
32770,55209,1024,0x0000,1
55555,55209,1024,0x0000,1
61532,55209,1024,0x0000,1
20221,55209,1024,0x0000,1
1717,55209,1024,0x0000,1
1658,55209,1024,0x0000,1
1084,55209,1024,0x0000,1
5903,55209,1024,0x0000,1
26214,55209,1024,0x0000,1
33354,55209,1024,0x0000,1
2605,55209,1024,0x0000,1
30951,55209,1024,0x0000,1
5051,55209,1024,0x0000,1
9877,55209,1024,0x0000,1
1065,55209,1024,0x0000,1
7921,55209,1024,0x0000,1
58080,55209,1024,0x0000,1
714,55209,1024,0x0000,1
55209,2045,0,0x0014,0
55209,1187,0,0x0014,0
55209,720,0,0x0014,0
55209,9415,0,0x0014,0
55209,49175,0,0x0014,0
1057,55209,1024,0x0000,1
787,55209,1024,0x0000,1
9102,55209,1024,0x0000,1
1080,55209,1024,0x0000,1
1309,55209,1024,0x0000,1
6129,55209,1024,0x0000,1
2030,55209,1024,0x0000,1
1032,55209,1024,0x0000,1
3851,55209,1024,0x0000,1
3260,55209,1024,0x0000,1
3766,55209,1024,0x0000,1
541,55209,1024,0x0000,1
125,55209,1024,0x0000,1
55209,1094,0,0x0014,0
55209,2399,0,0x0014,0
55209,8654,0,0x0014,0
55209,1039,0,0x0014,0
55209,6667,0,0x0014,0
55209,3878,0,0x0014,0
55209,1058,0,0x0014,0
55209,5902,0,0x0014,0
55209,43,0,0x0014,0
55209,555,0,0x0014,0
55209,1098,0,0x0014,0
55209,4848,0,0x0014,0
55209,5054,0,0x0014,0
55209,2800,0,0x0014,0
55209,3551,0,0x0014,0
55209,8180,0,0x0014,0
55209,3372,0,0x0014,0
55209,6156,0,0x0014,0
55209,5822,0,0x0014,0
55209,32783,0,0x0014,0
55209,54328,0,0x0014,0
55209,1123,0,0x0014,0
55209,55056,0,0x0014,0
55209,5101,0,0x0014,0
55209,2021,0,0x0014,0
55209,1061,0,0x0014,0
55209,8081,0,0x0014,0
55209,1244,0,0x0014,0
55209,19101,0,0x0014,0
7402,55209,1024,0x0000,1
3801,55209,1024,0x0000,1
2382,55209,1024,0x0000,1
2190,55209,1024,0x0000,1
50001,55209,1024,0x0000,1
6565,55209,1024,0x0000,1
7625,55209,1024,0x0000,1
8500,55209,1024,0x0000,1
1783,55209,1024,0x0000,1
783,55209,1024,0x0000,1
425,55209,1024,0x0000,1
3013,55209,1024,0x0000,1
1114,55209,1024,0x0000,1
2394,55209,1024,0x0000,1
10009,55209,1024,0x0000,1
903,55209,1024,0x0000,1
9485,55209,1024,0x0000,1
32772,55209,1024,0x0000,1
7200,55209,1024,0x0000,1
7911,55209,1024,0x0000,1
255,55209,1024,0x0000,1
65389,55209,1024,0x0000,1
1583,55209,1024,0x0000,1
2492,55209,1024,0x0000,1
32782,55209,1024,0x0000,1
2041,55209,1024,0x0000,1
2500,55209,1024,0x0000,1
4242,55209,1024,0x0000,1
8011,55209,1024,0x0000,1
481,55209,1024,0x0000,1
55209,1718,0,0x0014,0
55209,1148,0,0x0014,0
55209,714,0,0x0014,0
55209,5431,0,0x0014,0
55209,3851,0,0x0014,0
55209,3517,0,0x0014,0
6346,55209,1024,0x0000,1
22939,55209,1024,0x0000,1
61900,55209,1024,0x0000,1
6881,55209,1024,0x0000,1
8651,55209,1024,0x0000,1
55209,1112,0,0x0014,0
55209,1080,0,0x0014,0
55209,2030,0,0x0014,0
55209,55555,0,0x0014,0
55209,85,0,0x0014,0
55209,541,0,0x0014,0
55209,2605,0,0x0014,0
55209,1084,0,0x0014,0
55209,3905,0,0x0014,0
55209,6666,0,0x0014,0
55209,20221,0,0x0014,0
55209,1078,0,0x0014,0
55209,544,0,0x0014,0
55209,6788,0,0x0014,0
55209,1658,0,0x0014,0
55209,4111,0,0x0014,0
55209,9877,0,0x0014,0
55209,49159,0,0x0014,0
55209,33354,0,0x0014,0
55209,7921,0,0x0014,0
55209,30951,0,0x0014,0
55209,3,0,0x0014,0
55209,5051,0,0x0014,0
55209,32770,0,0x0014,0
55209,26214,0,0x0014,0
55209,61532,0,0x0014,0
55209,787,0,0x0014,0
55209,1717,0,0x0014,0
55209,1309,0,0x0014,0
55209,5903,0,0x0014,0
55209,58080,0,0x0014,0
55209,6129,0,0x0014,0
55209,1057,0,0x0014,0
55209,1065,0,0x0014,0
55209,9102,0,0x0014,0
55209,1032,0,0x0014,0
55209,3260,0,0x0014,0
55209,3766,0,0x0014,0
8383,55209,1024,0x0000,1
57797,55209,1024,0x0000,1
3221,55209,1024,0x0000,1
49161,55209,1024,0x0000,1
2144,55209,1024,0x0000,1
6839,55209,1024,0x0000,1
5280,55209,1024,0x0000,1
8083,55209,1024,0x0000,1
63331,55209,1024,0x0000,1
9878,55209,1024,0x0000,1
691,55209,1024,0x0000,1
7201,55209,1024,0x0000,1
705,55209,1024,0x0000,1
33899,55209,1024,0x0000,1
34573,55209,1024,0x0000,1
4279,55209,1024,0x0000,1
4445,55209,1024,0x0000,1
6580,55209,1024,0x0000,1
17877,55209,1024,0x0000,1
1998,55209,1024,0x0000,1
5989,55209,1024,0x0000,1
992,55209,1024,0x0000,1
8402,55209,1024,0x0000,1
8443,55209,1024,0x0000,1
3351,55209,1024,0x0000,1
1417,55209,1024,0x0000,1
2607,55209,1024,0x0000,1
8400,55209,1024,0x0000,1
3011,55209,1024,0x0000,1
8088,55209,1024,0x0000,1
9944,55209,1024,0x0000,1
7025,55209,1024,0x0000,1
9595,55209,1024,0x0000,1
17,55209,1024,0x0000,1
4449,55209,1024,0x0000,1
1300,55209,1024,0x0000,1
2161,55209,1024,0x0000,1
82,55209,1024,0x0000,1
3268,55209,1024,0x0000,1
7443,55209,1024,0x0000,1
55209,7402,0,0x0014,0
55209,3013,0,0x0014,0
55209,6565,0,0x0014,0
55209,425,0,0x0014,0
55209,1783,0,0x0014,0
55209,783,0,0x0014,0
55209,2382,0,0x0014,0
55209,2394,0,0x0014,0
55209,8500,0,0x0014,0
55209,10009,0,0x0014,0
55209,903,0,0x0014,0
55209,50001,0,0x0014,0
55209,7625,0,0x0014,0
55209,3801,0,0x0014,0
55209,125,0,0x0014,0
55209,2190,0,0x0014,0
55209,1114,0,0x0014,0
2601,55209,1024,0x0000,1
32771,55209,1024,0x0000,1
2401,55209,1024,0x0000,1
1494,55209,1024,0x0000,1
55209,32782,0,0x0014,0
55209,255,0,0x0014,0
55209,2041,0,0x0014,0
55209,22939,0,0x0014,0
55209,2492,0,0x0014,0
55209,7200,0,0x0014,0
55209,61900,0,0x0014,0
8600,55209,1024,0x0000,1
32769,55209,1024,0x0000,1
2042,55209,1024,0x0000,1
2604,55209,1024,0x0000,1
2638,55209,1024,0x0000,1
2047,55209,1024,0x0000,1
6566,55209,1024,0x0000,1
497,55209,1024,0x0000,1
8093,55209,1024,0x0000,1
3322,55209,1024,0x0000,1
4900,55209,1024,0x0000,1
843,55209,1024,0x0000,1
8042,55209,1024,0x0000,1
49163,55209,1024,0x0000,1
3404,55209,1024,0x0000,1
3324,55209,1024,0x0000,1
2008,55209,1024,0x0000,1
1060,55209,1024,0x0000,1
2717,55209,1024,0x0000,1
987,55209,1024,0x0000,1
3493,55209,1024,0x0000,1
2869,55209,1024,0x0000,1
27715,55209,1024,0x0000,1
902,55209,1024,0x0000,1
55209,32772,0,0x0014,0
55209,65389,0,0x0014,0
55209,8651,0,0x0014,0
55209,2500,0,0x0014,0
55209,481,0,0x0014,0
55209,1583,0,0x0014,0
55209,6881,0,0x0014,0
55209,7911,0,0x0014,0
55209,6346,0,0x0014,0
55209,9485,0,0x0014,0
55209,8011,0,0x0014,0
55209,8383,0,0x0014,0
55209,4242,0,0x0014,0
55209,57797,0,0x0014,0
55209,9878,0,0x0014,0
55209,5280,0,0x0014,0
55209,7201,0,0x0014,0
55209,8088,0,0x0014,0
55209,63331,0,0x0014,0
55209,8083,0,0x0014,0
55209,3221,0,0x0014,0
55209,6839,0,0x0014,0
55209,6580,0,0x0014,0
55209,1998,0,0x0014,0
55209,8400,0,0x0014,0
55209,2144,0,0x0014,0
55209,33899,0,0x0014,0
55209,4279,0,0x0014,0
55209,8402,0,0x0014,0
55209,4445,0,0x0014,0
55209,2607,0,0x0014,0
55209,705,0,0x0014,0
55209,2161,0,0x0014,0
55209,3011,0,0x0014,0
55209,3351,0,0x0014,0
55209,17,0,0x0014,0
55209,49161,0,0x0014,0
55209,691,0,0x0014,0
55209,4449,0,0x0014,0
55209,8600,0,0x0014,0
55209,992,0,0x0014,0
55209,9595,0,0x0014,0
55209,1494,0,0x0014,0
55209,5989,0,0x0014,0
55209,1417,0,0x0014,0
55209,2601,0,0x0014,0
55209,7025,0,0x0014,0
55209,34573,0,0x0014,0
55209,17877,0,0x0014,0
55209,82,0,0x0014,0
55209,2401,0,0x0014,0
55209,32771,0,0x0014,0
55209,3268,0,0x0014,0
55209,1300,0,0x0014,0
55209,32769,0,0x0014,0
55209,9944,0,0x0014,0
55209,7443,0,0x0014,0
1093,55209,1024,0x0000,1
1045,55209,1024,0x0000,1
55209,2047,0,0x0014,0
55209,2042,0,0x0014,0
55209,2604,0,0x0014,0
55209,2638,0,0x0014,0
55209,843,0,0x0014,0
55209,2717,0,0x0014,0
55209,987,0,0x0014,0
55209,2008,0,0x0014,0
55209,3324,0,0x0014,0
55209,497,0,0x0014,0
55209,4900,0,0x0014,0
55209,2869,0,0x0014,0
55209,3404,0,0x0014,0
55209,49163,0,0x0014,0
55209,6566,0,0x0014,0
55209,27715,0,0x0014,0
55209,1060,0,0x0014,0
55209,3322,0,0x0014,0
55209,8093,0,0x0014,0
55209,8042,0,0x0014,0
55209,3493,0,0x0014,0
55209,902,0,0x0014,0
1198,55209,1024,0x0000,1
999,55209,1024,0x0000,1
911,55209,1024,0x0000,1
1533,55209,1024,0x0000,1
24800,55209,1024,0x0000,1
1999,55209,1024,0x0000,1
5952,55209,1024,0x0000,1
1026,55209,1024,0x0000,1
49153,55209,1024,0x0000,1
9,55209,1024,0x0000,1
880,55209,1024,0x0000,1
30000,55209,1024,0x0000,1
6000,55209,1024,0x0000,1
9220,55209,1024,0x0000,1
1166,55209,1024,0x0000,1
1721,55209,1024,0x0000,1
3006,55209,1024,0x0000,1
7676,55209,1024,0x0000,1
16018,55209,1024,0x0000,1
6692,55209,1024,0x0000,1
2725,55209,1024,0x0000,1
8087,55209,1024,0x0000,1
1102,55209,1024,0x0000,1
64623,55209,1024,0x0000,1
2006,55209,1024,0x0000,1
8994,55209,1024,0x0000,1
32778,55209,1024,0x0000,1
5214,55209,1024,0x0000,1
27355,55209,1024,0x0000,1
513,55209,1024,0x0000,1
1935,55209,1024,0x0000,1
222,55209,1024,0x0000,1
10000,55209,1024,0x0000,1
1055,55209,1024,0x0000,1
5915,55209,1024,0x0000,1
1974,55209,1024,0x0000,1
2126,55209,1024,0x0000,1
4001,55209,1024,0x0000,1
10180,55209,1024,0x0000,1
18101,55209,1024,0x0000,1
13783,55209,1024,0x0000,1
1521,55209,1024,0x0000,1
60443,55209,1024,0x0000,1
31337,55209,1024,0x0000,1
1056,55209,1024,0x0000,1
90,55209,1024,0x0000,1
3527,55209,1024,0x0000,1
7106,55209,1024,0x0000,1
10626,55209,1024,0x0000,1
32777,55209,1024,0x0000,1
55209,1533,0,0x0014,0
55209,1093,0,0x0014,0
55209,1198,0,0x0014,0
55209,5952,0,0x0014,0
55209,911,0,0x0014,0
55209,24800,0,0x0014,0
55209,999,0,0x0014,0
55209,1999,0,0x0014,0
55209,880,0,0x0014,0
55209,1026,0,0x0014,0
55209,9,0,0x0014,0
6510,55209,1024,0x0000,1
2103,55209,1024,0x0000,1
55209,49153,0,0x0014,0
55209,1045,0,0x0014,0
49158,55209,1024,0x0000,1
901,55209,1024,0x0000,1
179,55209,1024,0x0000,1
6668,55209,1024,0x0000,1
5030,55209,1024,0x0000,1
1199,55209,1024,0x0000,1
3869,55209,1024,0x0000,1
7007,55209,1024,0x0000,1
19350,55209,1024,0x0000,1
9010,55209,1024,0x0000,1
16992,55209,1024,0x0000,1
5925,55209,1024,0x0000,1
6969,55209,1024,0x0000,1
2998,55209,1024,0x0000,1
1183,55209,1024,0x0000,1
7002,55209,1024,0x0000,1
9099,55209,1024,0x0000,1
1322,55209,1024,0x0000,1
1001,55209,1024,0x0000,1
32,55209,1024,0x0000,1
163,55209,1024,0x0000,1
687,55209,1024,0x0000,1
16000,55209,1024,0x0000,1
10082,55209,1024,0x0000,1
2191,55209,1024,0x0000,1
8200,55209,1024,0x0000,1
3333,55209,1024,0x0000,1
1839,55209,1024,0x0000,1
4126,55209,1024,0x0000,1
3390,55209,1024,0x0000,1
9900,55209,1024,0x0000,1
2010,55209,1024,0x0000,1
5050,55209,1024,0x0000,1
18988,55209,1024,0x0000,1
6669,55209,1024,0x0000,1
49167,55209,1024,0x0000,1
55209,3006,0,0x0014,0
55209,30000,0,0x0014,0
55209,2725,0,0x0014,0
55209,9220,0,0x0014,0
55209,1166,0,0x0014,0
55209,6000,0,0x0014,0
55209,1721,0,0x0014,0
55209,7676,0,0x0014,0
55209,2006,0,0x0014,0
55209,222,0,0x0014,0
55209,1102,0,0x0014,0
55209,7106,0,0x0014,0
55209,8994,0,0x0014,0
55209,32778,0,0x0014,0
55209,2126,0,0x0014,0
55209,1974,0,0x0014,0
55209,18101,0,0x0014,0
55209,6692,0,0x0014,0
55209,60443,0,0x0014,0
55209,13783,0,0x0014,0
55209,1056,0,0x0014,0
55209,90,0,0x0014,0
55209,4001,0,0x0014,0
55209,31337,0,0x0014,0
6101,55209,1024,0x0000,1
1216,55209,1024,0x0000,1
52822,55209,1024,0x0000,1
55209,3527,0,0x0014,0
55209,27355,0,0x0014,0
55209,1521,0,0x0014,0
55209,5915,0,0x0014,0
55209,10180,0,0x0014,0
55209,8087,0,0x0014,0
55209,64623,0,0x0014,0
55209,16018,0,0x0014,0
55209,1935,0,0x0014,0
55209,10000,0,0x0014,0
55209,1055,0,0x0014,0
55209,5214,0,0x0014,0
55209,513,0,0x0014,0
2002,55209,1024,0x0000,1
711,55209,1024,0x0000,1
9002,55209,1024,0x0000,1
81,55209,1024,0x0000,1
1138,55209,1024,0x0000,1
1034,55209,1024,0x0000,1
808,55209,1024,0x0000,1
765,55209,1024,0x0000,1
212,55209,1024,0x0000,1
4002,55209,1024,0x0000,1
2020,55209,1024,0x0000,1
12000,55209,1024,0x0000,1
9666,55209,1024,0x0000,1
1071,55209,1024,0x0000,1
3269,55209,1024,0x0000,1
2525,55209,1024,0x0000,1
55209,10082,0,0x0014,0
55209,2191,0,0x0014,0
55209,687,0,0x0014,0
55209,9010,0,0x0014,0
55209,49158,0,0x0014,0
55209,32,0,0x0014,0
55209,10626,0,0x0014,0
55209,1322,0,0x0014,0
55209,9099,0,0x0014,0
55209,5925,0,0x0014,0
55209,901,0,0x0014,0
55209,3333,0,0x0014,0
55209,1183,0,0x0014,0
55209,6510,0,0x0014,0
55209,8200,0,0x0014,0
55209,16000,0,0x0014,0
55209,1001,0,0x0014,0
55209,32777,0,0x0014,0
55209,163,0,0x0014,0
55209,2998,0,0x0014,0
55209,5050,0,0x0014,0
55209,3390,0,0x0014,0
55209,2103,0,0x0014,0
55209,16992,0,0x0014,0
55209,49167,0,0x0014,0
55209,5030,0,0x0014,0
55209,7002,0,0x0014,0
55209,6669,0,0x0014,0
55209,1839,0,0x0014,0
55209,19350,0,0x0014,0
55209,1216,0,0x0014,0
55209,9900,0,0x0014,0
55209,7007,0,0x0014,0
55209,2010,0,0x0014,0
55209,6668,0,0x0014,0
55209,6969,0,0x0014,0
55209,179,0,0x0014,0
55209,3869,0,0x0014,0
55209,1199,0,0x0014,0
55209,6101,0,0x0014,0
55209,4126,0,0x0014,0
55209,18988,0,0x0014,0
55209,1138,0,0x0014,0
55209,12000,0,0x0014,0
55209,4002,0,0x0014,0
55209,765,0,0x0014,0
55209,9002,0,0x0014,0
55209,2020,0,0x0014,0
55209,81,0,0x0014,0
55209,711,0,0x0014,0
55209,1071,0,0x0014,0
55209,212,0,0x0014,0
55209,9666,0,0x0014,0
55209,3269,0,0x0014,0
55209,2002,0,0x0014,0
55209,808,0,0x0014,0
55209,1034,0,0x0014,0
55209,52822,0,0x0014,0
55209,2525,0,0x0014,0
10001,55211,1024,0x0000,1
8443,55211,1024,0x0000,1
443,52193,514,0x0010,0
443,52193,514,0x0018,0
443,44158,501,0x0010,0
443,45202,501,0x0010,0
443,45196,501,0x0010,0
443,44150,501,0x0010,0
44158,443,956,0x0010,0
45196,443,964,0x0010,0
45202,443,964,0x0010,0
44150,443,958,0x0010,0
80,43662,501,0x0011,0
80,43670,501,0x0011,0
80,48842,501,0x0011,0
43662,80,141,0x0011,0
43670,80,139,0x0011,0
80,43662,501,0x0010,0
80,43670,501,0x0010,0
48842,80,501,0x0011,0
80,48842,501,0x0010,0
443,50388,523,0x0018,0
50388,443,282,0x0018,0
443,50388,523,0x0010,0
443,37476,501,0x0018,0
443,37476,501,0x0018,0
443,37476,501,0x0018,0
37476,443,5190,0x0010,0
37476,443,5190,0x0010,0
37476,443,5190,0x0018,0
443,37476,501,0x0010,0
443,59654,501,0x0010,0
59654,443,501,0x0010,0
443,46398,501,0x0018,0
443,47602,501,0x0018,0
443,46950,501,0x0018,0
443,37876,501,0x0018,0
443,58482,501,0x0018,0
443,43954,501,0x0018,0
46398,443,273,0x0018,0
443,46398,501,0x0010,0
47602,443,135,0x0018,0
37876,443,269,0x0018,0
443,47602,501,0x0010,0
443,37876,501,0x0010,0
58482,443,273,0x0018,0
443,58482,501,0x0010,0
46950,443,269,0x0018,0
443,46950,501,0x0010,0
43954,443,273,0x0018,0
443,43954,501,0x0010,0
